Title,Artist,Key,Tempo,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
"Everyone Has A Summer","Lovage","6A",86.7,"Unknown genre","Music To Make Love To Your Old Lady Instrumentals","",1/13/2024,"C:\iTunes\Music\Lovage\Music To Make Love To Your Old Lady Instrumentals\2-12 Everyone Has A Summer.mp3","6A - 6",2011,-13.7 dB,6,8,300
"Undercover Of The Night","The Rolling Stones","5A",121.4,"Rock","Greatest Hits Disc 3","",1/13/2024,"C:\iTunes\Music\The Rolling Stones\Greatest Hits Disc 3\11 Undercover Of The Night.mp3","5A - 7",2008,-14.2 dB,7,8,418
"Lost Woods","Team Teamwork","8B",85.0,"","Selected Videogame-Based Instrumentals","",1/13/2024,"C:\iTunes\Music\Team Teamwork\Selected Videogame-Based Instrumentals\13 Lost Woods.mp3","8B - 6",2010,-12.5 dB,6,7,922
"Positive Contact","Deltron 3030","12A",108.2,"","Deltron 3030 The Instrumentals","",1/13/2024,"C:\iTunes\Music\Compilations\Deltron 3030 The Instrumentals\07 Positive Contact.mp3","12A - 6",2001,-13.2 dB,6,8,14
"Bus Ride","Melvin Van Peebles/Quasimoto","8A",90.0,"Hip Hop","The Further Adventures of Lord Quas","",1/13/2024,"C:\iTunes\Music\Quasimoto\The Further Adventures of Lord Quas\07 Bus Ride.mp3","8A - 4",2005,-12.0 dB,4,8,34
"Hostages","Konami","1A",128.4,"Other","MGS Briefing Sound Clips","",1/13/2024,"C:\iTunes\Music\Konami\MGS Briefing Sound Clips\Hostages.mp3","1A - 3",2008,-19.5 dB,3,5,0
"Your Precious Love(acapella)","Marvel Gaye and Tammy Terrell","3A",133.9,"Blues","","",1/13/2024,"C:\iTunes\Music\Marvel Gaye and Tammy Terrell\Unknown Album\Your Precious Love(acapella).mp3","3A - 4",,-16.6 dB,4,3,0
"Mirrors","Justin Timberlake","5A",154.0,"Hit Single","Billboard Hit Single","",1/13/2024,"C:\iTunes\Music\Justin Timberlake\Billboard Hit Single\19 Mirrors.mp3","5A - 4",2013,-11.6 dB,4,7,14682
"Mission","Amon Tobin","1A",132.0,"Electronica","Bricolage","",6/29/2023,"C:\iTunes\Music\Amon Tobin\Bricolage\14 Mission.mp3","1A - 7",1997,-13.2 dB,7,8,464
"DIAS MAS BRILLANTE - 130BPM","Radical One","11A",130.0,"","RADICAL ONE PRESENTS: MANGU DADDY EDITS VOL. 2","",6/30/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - RADICAL ONE PRESENTS- MANGU DADDY EDITS VOL. 2\Radical One - RADICAL ONE PRESENTS- MANGU DADDY EDITS VOL. 2 - 10 DIAS MAS BRILLANTE - 130BPM.mp3","11A - 7 - Visit http://radicalone.bandcamp.com",2019,-7.7 dB,7,5,2345
"Revolution 909 (Accapella)","Daft Punk","2A",126.2,"House","Revolution 909","",1/13/2024,"C:\iTunes\Music\Daft Punk\Revolution 909\03 Revolution 909 (Accapella).mp3","2A - 4 - All",1998,-25.0 dB,4,5,0
"DOOM DADA","OZZIE","6A",157.0,"Bass","YAK YAK YAK","",1/13/2024,"C:\iTunes\Music\T.o.p\YAK YAK YAK\01 DOOM DADA.mp3","6A - 8",2013,-7.6 dB,8,8,17947
"Why Do I Keep Counting?","The Killers","5B",107.3,"Rock","Sam's Town","",1/13/2024,"C:\iTunes\Music\The Killers\Sam's Town\11 Why Do I Keep Counting_.mp3","5B - 7",2006,-11.3 dB,7,4,11138
"See The Light","Earth Wind And Fire","6A",140.9,"Soul","Thats The way of the World","",1/13/2024,"C:\iTunes\Music\Earth Wind And Fire\Thats The way of the World\08 See The Light.mp3","6A - 4",1975,-19.3 dB,4,4,0
"We Exist","Arcade Fire","12A",115.5,"","Reflektor","",6/29/2023,"C:\iTunes\Music\Arcade Fire\Reflektor\1-02 We Exist.mp3","12A - 4",2013,-11.7 dB,4,8,28
"Cutey Honey Clean OP Subtitled","","8A",125.7,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Cutey Honey Clean OP Subtitled.mp3","8A - 4",,-22.5 dB,4,6,0
"Crossing Paths","Brock Berrigan","1B",87.0,"","Chillhop Essentials - Spring 2017","",1/13/2024,"C:\iTunes\Music\Chillhop Records\Chillhop Essentials - Spring 2017\11 Crossing Paths.mp3","1B - 5 - Visit http://chillhop.bandcamp.com",2017,-10.4 dB,5,8,132
"We Swarm (Chris De Luca remix)","The Glitch Mob","10A",123.5,"Electronic","Drink The Sea - The Remixes Vol. 1","",1/13/2024,"C:\iTunes\Music\The Glitch Mob\Drink The Sea - The Remixes Vol. 1\11 We Swarm (Chris De Luca remix).mp3","10A - 7",2011,-14.2 dB,7,8,0
"Where The Sun Beats","Blue Sky Black Death","8B",94.5,"","NOIR","",1/13/2024,"C:\iTunes\Music\Blue Sky Black Death\NOIR\10 Where The Sun Beats.mp3","8B - 4",2011,-10.4 dB,4,8,2422
"Colossus","Thomas Bangalter","8A",130.0,"","","",1/13/2024,"C:\iTunes\Music\Thomas Bangalter\Unknown Album\Colossus.mp3","8A - 6",,-25.5 dB,6,8,0
"#05 PLAYTUNE 2.0 - AUDIO 2019","CAINE & SPIKY PROD [ MSK FMY ]","2A",102.0,"Shatta 2.0","","",1/13/2024,"C:\Users\louis.media\Downloads\SHATTA INSANITY BY CAINE\PLAYTUNE 2.0.mp3","2A - 4",2019,-10.2 dB,4,6,3832
"You're the One for Me","D Train","11A",120.0,"R&B/Soul","You're the One for Me","",9/8/2021,"C:\Users\louis.media\Music\Disco\You're the One for Me D Train.mp3","11A - 7",2010,-27.0 dB,7,8,0
"07 Track 7 1","Nujabes","7A",121.6,"Blues","Ristorante Mixtape","",1/13/2024,"C:\iTunes\Music\Nujabes\Ristorante Mixtape\07 Track 7 1.mp3","7A - 5",,-12.4 dB,5,5,9
"Me & My B*tch","The Notorious B.I.G.","3A",89.1,"Hip Hop/Rap","Ready to Die - The Remaster","",1/13/2024,"C:\iTunes\Music\The Notorious B.I.G_\Ready to Die - The Remaster\12 Me & My B_tch.mp3","3A - 3",2004,-14.0 dB,3,8,981
"The Other Woman","Ray Parker Jr.","10A",125.2,"General Rock","Sounds Of The '80s: 1982","",1/13/2024,"C:\iTunes\Music\Ray Parker Jr_\Sounds Of The '80s_ 1982\17 The Other Woman.mp3","10A - 6",,-18.7 dB,6,3,0
"Affaires a Faire","La Chatte Rouge","5B",88.9,"French House","Etienne De Crécy Presents Super Discount","",1/13/2024,"C:\iTunes\Music\Etienne De Crecy\Etienne De Crécy Presents Super Discount\1-05 Affaires a Faire.mp3","5B - 3",1997,-14.0 dB,3,8,623
"Underworld - Rez /Cowgirl","The Avalanches","8A",137.6,"Electronica","After the Goldrush","",6/29/2023,"C:\iTunes\Music\The Avalanches\After the Goldrush\24 Underworld - Rez _Cowgirl.mp3","8A - 7",2008,-10.3 dB,7,8,1297
"wanna be startin something","Michael Jackson","10B",122.2,"Unknown","Greatest Hits","",1/13/2024,"C:\iTunes\Music\Michael Jackson\Greatest Hits\17 wanna be startin something.mp3","10B - 7",,-12.5 dB,7,8,3504
"Unknown Song","","9B",157.0,"","","",6/29/2023,"D:\Breakfast Beats\Untitled PR Track\Unknown Song.wav","9B - 3",,-14.9 dB,3,3,73
"Belfast","Boney M.","8B",129.4,"Disco","Gold - 20 Super Hits","",1/13/2024,"C:\iTunes\Music\Boney M_\Gold - 20 Super Hits\09 Belfast.mp3","8B - 7",,-19.0 dB,7,8,0
"sneak chamber","Tsutchie","2A",130.0,"Other","Samurai Champloo: Masta","",1/13/2024,"C:\iTunes\Music\Compilations\Samurai Champloo_ Masta\08 sneak chamber.mp3","2A - 6",2004,-10.2 dB,6,8,3088
"My Boo (Tom Budin Remix)","Ghost Town DJs","11A",128.0,"Deep House","","",1/13/2024,"C:\iTunes\Music\Ghost Town DJs\Unknown Album\My Boo (Tom Budin Remix).mp3","11A - 7",2016,-8.5 dB,7,8,15812
"G Tap b3","Moldover","11B",129.5,"Guitar","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\G Tap b3.wav","11B - 4",,-24.2 dB,4,1,0
"Rimshot 909","","All",0.0,"","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\Rimshot 909.wav"," - 0",,-9.5 dB,0,0,0
"Sen Sev Beni (Ciftetelli)","New York Gypsy All Stars","7A",88.2,"International","Romantech","",1/13/2024,"C:\iTunes\Music\New York Gypsy All Stars, Ismail Lumanovski, Tamer Pinarbasi, Panagiotis Andreou, Engin Gunaydin, Jason Lindner, Matt Kilmer, Sebastian Nickoll\Romantech\06 Sen Sev Beni (Ciftetelli).mp3","7A - 6",2012,-14.0 dB,6,8,42
"Bodak Mambo","Austin Lebrón","5A",80.0,"Latin Trap","Bodak Mambo - Single","",6/29/2023,"C:\iTunes\Music\Austin Lebrón\Bodak Mambo - Single\01 Bodak Mambo.mp3","5A - 7",2018,-10.4 dB,7,8,23
"Alto Velo","Radical One","12A",100.0,"","FIGHT CLVB & RADICAL ONE PRESENT: TIGRIS VOL. 1 🐯","",6/30/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - FIGHT CLVB & RADICAL ONE PRESENT- TIGRIS VOL. 1 🐯\Radical One - FIGHT CLVB & RADICAL ONE PRESENT- TIGRIS VOL. 1 🐯 - 03 Alto Velo.mp3","12A - 8 - Visit http://radicalone.bandcamp.com",2020,-8.3 dB,8,8,2753
"B1 Light Snare 170","Native Instruments","4A",85.0,"Drum and Bass","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\B1 L&R Perc1 170.wav","4A - 6",,-26.1 dB,6,1,0
"Sun Child","Aso","6A",98.0,"","","",6/29/2023,"C:\iTunes\Music\Aso\Unknown Album\Sun Child.mp3","6A - 4 - Visit http://chillhop.bandcamp.com",2016,-19.2 dB,4,5,0
"I'm A Loser","The Beatles","9B",112.9,"Pop/Rock","Beatles for Sale","",1/13/2024,"C:\iTunes\Music\The Beatles\Beatles for Sale\02 I'm A Loser.mp3","9B - 4",1965,-14.8 dB,4,8,0
"The Only Thing","Sufjan Stevens","5B",79.5,"","Carrie & Lowell","",1/13/2024,"C:\iTunes\Music\Sufjan Stevens\Carrie & Lowell\07 The Only Thing.mp3","5B - 2",,-14.9 dB,2,8,0
"Schlamm Me","Justice","7A",132.6,"Electronica","Cool Cats","",1/13/2024,"C:\iTunes\Music\Justice\Cool Cats\1-16 Schlamm Me.mp3","7A - 6",2009,-11.9 dB,6,5,302
"Come To Christ (Interlude 3)","Flame","10A",117.5,"Christian Rap","Our World Fallen","",1/13/2024,"C:\iTunes\Music\Flame\Our World Fallen\15 Come To Christ (Interlude 3).mp3","10A - 3 - All",2007,-25.3 dB,3,6,0
"Proper Hoodidge","Amon Tobin","5A",83.0,"Electronica","Out From Out Where","",6/29/2023,"C:\iTunes\Music\Amon Tobin\Out From Out Where\10 Proper Hoodidge.mp3","5A - 6",2002,-10.2 dB,6,8,1400
"Hertz Couture - Coochie Lipz","Dred Collective","4A",133.0,"","Hertz Couture - Aim + Fire EP","",1/13/2024,"C:\iTunes\Music\Dred Collective\Hertz Couture - Aim + Fire EP\06 Hertz Couture - Coochie Lipz.mp3","4A - 6 - Visit http://dredcollective.bandcamp.com",2015,-12.4 dB,6,8,0
"HKS","","1A",157.7,"","","",6/29/2023,"D:\Breakfast Beats\SucCinqt Project\Samples\Imported\11_Hyphy_Sample_Kit.wav","1A - 4",,-32.5 dB,4,0,0
"I Am A Rock","Simon and Garfunkel","8B",113.6,"Pop","Sounds Of Silence","",1/13/2024,"C:\iTunes\Music\Simon and Garfunkel\Sounds Of Silence\11 I Am A Rock.mp3","8B - 4",2010,-16.9 dB,4,6,0
"Afrojack-Ft.-Wrabel-Ten-Feet-Tall-Instrumental-Prod.-By-Afrojack","","8B",127.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Afrojack-Ft.-Wrabel-Ten-Feet-Tall-Instrumental-Prod.-By-Afrojack.mp3","8B - 7",,-11.7 dB,7,8,1211
"Cinq hommes à abattre","Michel Magne","6A",121.7,"Soundtracks","Du Rififi Au Ciné","",1/13/2024,"C:\iTunes\Music\Various Artists\Du Rififi Au Ciné\22 Cinq hommes à abattre.mp3","6A - 3",2010,-19.8 dB,3,8,0
"Hands Up","Ottowan","4A",123.2,"Other","Other","",7/15/2021,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\Uxmal\Canciones\Ottawan - Hands Up (1981).mp3","4A - 7",,-18.2 dB,7,3,0
"Problem Child","Squarepusher","4A",91.1,"","Port Rhombus EP","",1/13/2024,"C:\iTunes\Music\Squarepusher\Port Rhombus EP\02 Problem Child.mp3","4A - 5",,-19.0 dB,5,7,0
"The Son of Flynn (Ki:Theory Remix)","Daft Punk","6A",106.0,"Electronic","TRON: Legacy R3C0NF1GUR3D‎","",1/13/2024,"C:\iTunes\Music\Daft Punk\TRON_ Legacy R3C0NF1GUR3D‎\05 The Son of Flynn (Ki_Theory Remix).mp3","6A - 7",2011,-10.5 dB,7,8,0
"Untitled","Wagon Christ","9A",128.2,"Electronica","London Is A Country","",1/13/2024,"C:\iTunes\Music\Wagon Christ\London Is A Country\02 Untitled.mp3","9A - 5",1997,-11.3 dB,5,8,1773
"Hard to Find","The National","4B",114.0,"Indie","Trouble Will Find Me","",1/13/2024,"C:\iTunes\Music\The National\Trouble Will Find Me\13 Hard to Find.mp3","4B - 3",2013,-12.6 dB,3,3,2
"Primer","65daysofstatic","12A",91.4,"Post-Rock/Math-Rock","The Destruction of Small Ideas","",6/29/2023,"C:\iTunes\Music\65daysofstatic\The Destruction of Small Ideas\10 Primer.mp3","12A - 6",2007,-14.0 dB,6,8,21
"Eliminacion De Los Feos","","4A",104.9,"Salsa","El Gran Combo - Exitos","",6/29/2023,"C:\iTunes\Music\El Gran Combo\El Gran Combo - Exitos\09 Eliminacion De Los Feos.mp3","4A - 4",,-17.7 dB,4,4,0
"Technotronic - Pump Up The Jam","Technotronic","5A",124.8,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\Technotronic - Pump Up The Jam.mp3","5A - 7",,-19.0 dB,7,7,0
"Follow U (Xilent Remix)","Yogi Feat. Ayah Marar","9A",140.0,"","","",1/13/2024,"C:\iTunes\Music\Yogi Feat. Ayah Marar\Unknown Album\Follow U (Xilent Remix).mp3","9A - 7",,-12.0 dB,7,8,76
"Batman","Theme Song","6A",92.2,"Theme Song","Theme Song","",1/13/2024,"C:\iTunes\Music\Theme Song\Theme Song\Batman.mp3","6A - 4",,-21.3 dB,4,5,0
"Two Bass Hit [Dub]","Squarepusher","3A",115.7,"","Budakhan Mindphone","",1/13/2024,"C:\iTunes\Music\Squarepusher\Budakhan Mindphone\05 Two Bass Hit [Dub].mp3","3A - 5",,-20.0 dB,5,3,8
"Hoshikuzu no Pipeline","Junk Fujiyama","11B",118.0,"Soundtrack","SPACE☆DANDY O.S.T.1 BEST HIT BBP","",1/13/2024,"C:\iTunes\Music\Junk Fujiyama\SPACE☆DANDY O.S.T.1 BEST HIT BBP\07 Hoshikuzu no Pipeline.mp3","11B - 6",2014,-10.2 dB,6,8,394
"david came to mahana'im","Boards Of Canada","4A",120.5,"Electronica","Old Tunes, Volume 2","",1/13/2024,"C:\iTunes\Music\Boards of Canada\Old Tunes, Volume 2\12 david came to mahana'im.mp3","4A - 3",1992,-18.8 dB,3,7,0
"Psycho Mantis","Konami","5A",121.4,"Other","Metal Gear Solid Sound Clips","",1/13/2024,"C:\iTunes\Music\Konami\Metal Gear Solid Sound Clips\Psycho Mantis.mp3","5A - 4",2008,-18.2 dB,4,5,0
"Cosmic Wind","65daysofstatic","7A",156.3,"Post-Rock/Math-Rock","Silent Running (Bonus E.P)","",6/29/2023,"C:\iTunes\Music\65daysofstatic\Silent Running (Bonus E.P)\02 Cosmic Wind.mp3","7A - 6",2011,-15.3 dB,6,7,0
"Jive Talk","Kool G Rap & D.J. Polo","3A",105.9,"","Wanted dead or alive","",1/13/2024,"C:\iTunes\Music\Kool G Rap & D.J. Polo\Wanted dead or alive\11 - Jive Talk.mp3","3A - 6",,-17.4 dB,6,4,0
"In The Club","dj eurovox","6A",137.0,"","Ghettolympics Vol. 1","",1/13/2024,"C:\Users\louis.media\Downloads\dj eurovox - Ghettolympics Vol. 1 - 17 In The Club.mp3","6A - 5 - Visit http://paceplayazsociety.bandcamp.com",2020,-11.1 dB,5,8,0
"You Wanted A Hit (Soulwax Remix)","LCD Soundsystem","9A",126.0,"Dance/Electronic","I Can Change","",1/13/2024,"C:\iTunes\Music\LCD Soundsystem\I Can Change\02 You Wanted A Hit (Soulwax Remix).mp3","9A - 7",2010,-13.1 dB,7,8,0
"Lick It (Extended Mix)","Kaskade & Skrillex","11A",128.0,"Dance, Electronic","Lick It (Remixes) (EP)","",1/13/2024,"C:\iTunes\Music\Kaskade & Skrillex\Lick It (Remixes) (EP)\01 Lick It (Extended Mix).mp3","11A - 8",2012,-9.2 dB,8,8,96
"09. Harold Melvin And The Blue Notes - Don't Leave Me This Way (Extended Version)","09. Harold Melvin And The Blue Notes","8B",117.5,"","","",6/29/2023,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\Aurinegro\cd. 04\09. Harold Melvin And The Blue Notes - Don't Leave Me This Way (Extended Version).mp3","8B - 6",,-16.1 dB,6,3,1
"Rap Promoter","A Tribe Called Quest","8A",97.4,"Hip-Hop","The Low End Theory","",6/29/2023,"C:\iTunes\Music\A Tribe Called Quest\The Low End Theory\03 Rap Promoter.mp3","8A - 5",1991,-16.5 dB,5,8,6
"I Ran (So Far Away)","A Flock Of Seagulls","8A",147.1,"Pop","Seriously 80's","",6/29/2023,"C:\iTunes\Music\Compilations\Seriously 80's\2-08 I Ran (So Far Away).mp3","8A - 7",2012,-14.5 dB,7,4,0
"The Polo Club","Kool G Rap & D.J. Polo","12A",120.4,"","Wanted dead or alive","",1/13/2024,"C:\iTunes\Music\Kool G Rap & D.J. Polo\Wanted dead or alive\12 - The Polo Club.mp3","12A - 6",,-17.7 dB,6,5,0
"Whatever You Want (Feat. N'dea Davenport)","Jay Dee","3A",80.9,"Hip Hop/Rap","The Delicious Vinyl Years","Delic",1/13/2024,"C:\iTunes\Music\Jay Dee\The Delicious Vinyl Years\10 Whatever You Want (Feat. N'dea Davenport).mp3","3A - 4",2007,-15.2 dB,4,8,41
"decade [interlude]","FORCE OF NATURE - Nujabes - fat jon/FORCE OF NATURE, Nujabes, fat jon/FORCE OF NATURE Nujabes fat jon","5A",98.1,"Other","Samurai Champloo: Impression","",1/13/2024,"C:\iTunes\Music\Compilations\Samurai Champloo_ Impression\13 decade [interlude].mp3","5A - 6 - #NIPPONSEI @ IRC.RIZON.NET",2004,-17.8 dB,6,8,13
"Hide and Seek (Avicii Remix)","Imogen Heap","11B",126.0,"House","","",1/13/2024,"C:\iTunes\Music\Imogen Heap\Unknown Album\Hide and Seek (Avicii Remix).mp3","11B - 7",2010,-13.1 dB,7,8,254
"I Want To Hold Your Hand","The Beatles","9B",135.4,"Pop/Rock","Past Masters, Volume One","",1/13/2024,"C:\iTunes\Music\The Beatles\Past Masters, Volume One\06 I Want To Hold Your Hand.mp3","9B - 4",1988,-13.5 dB,4,8,0
"I Could Be the One (Nicktim Radio Edit) [Avicii vs. Nicky Romero]","Avicii & Nicky Romero","11B",128.0,"Pop","Now That's What I Call Music! 84","",6/29/2023,"C:\iTunes\Music\Various Artists\Now That's What I Call Music! 84\2-01 I Could Be the One (Nicktim Radio Edit) [Avicii vs. Nicky Romero].mp3","11B - 7",2013,-8.7 dB,7,8,4274
"Baru","Radical One","5A",130.0,"","FIGHT CLVB & RADICAL ONE PRESENT: TIGRIS VOL. 1 🐯","",6/30/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - FIGHT CLVB & RADICAL ONE PRESENT- TIGRIS VOL. 1 🐯\Radical One - FIGHT CLVB & RADICAL ONE PRESENT- TIGRIS VOL. 1 🐯 - 05 Baru.mp3","5A - 8 - Visit http://radicalone.bandcamp.com",2020,-9.6 dB,8,8,16982
"Milton (Bonus Track)","Edward Sharpe & The Magnetic Zeros","8A",103.8,"Alternative","Edward Sharpe & the Magnetic Zeros (Deluxe Edition)","",1/13/2024,"C:\iTunes\Music\Edward Sharpe & the Magnetic Zeros\Edward Sharpe & the Magnetic Zeros (Deluxe Edition)\15 Milton (Bonus Track).mp3","8A - 4",2013,-11.9 dB,4,8,139
"I'm Not Alone (Tiesto Remix)","Calvin Harris","9A",136.0,"Trance","Kneiters","",1/13/2024,"C:\iTunes\Music\Compilations\Kneiters\I'm Not Alone (Tiesto Remix).mp3","9A - 8",2009,-9.9 dB,8,8,1199
"ROACHES w_ DRAE DA SKIMASK","","5A",145.0,"","","",6/29/2023,"C:\Users\louis.media\Downloads\ROACHES w_ DRAE DA SKIMASK.mp3","5A - 6",,-9.5 dB,6,8,6941
"Hello","Mr Oizo","2A",150.0,"Electro","Transexual EP","",1/13/2024,"C:\iTunes\Music\Mr Oizo\Transexual EP\Hello.mp3","2A - 4",2007,-22.3 dB,4,7,0
"He's the Greatest Dancer","Sister Sledge","6A",112.8,"Dance","The Best of Sister Sledge","",9/8/2021,"C:\Users\louis.media\Music\Disco\He's the Greatest Dancer Sister Sledge.mp3","6A - 6",1978,-29.6 dB,6,8,0
"At The Hop","","9B",103.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\At The Hop.mp3","9B - 5",,-16.3 dB,5,6,0
"Radio Link","2 Many DJ's","11A",116.4,"Other","As Heard On Radio Soulwax Pt.11","",6/29/2023,"C:\iTunes\Music\2 Many DJ's\As Heard On Radio Soulwax Pt.11\30 Radio Link.mp3","11A - 4",2007,-10.1 dB,4,1,21
"New Lands (Live / AAA)","Justice","10A",127.0,"Electronic","Access All Arenas (Live)","",1/13/2024,"C:\iTunes\Music\Justice\Access All Arenas (Live)\08 New Lands (Live _ AAA).mp3","10A - 7",2013,-10.2 dB,7,8,10564
"GT3","Meyhem Lauren;DJ Muggs","5A",90.3,"Rap/Hip Hop","Members Only","",6/22/2021,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\B-Veg76\2019-MEYHEM LAUREN & DJ MUGGS-EP-Members Only\2 - GT3.mp3","5A - 5",2019,-12.6 dB,5,7,0
"Garbage","Shlohmo","11A",92.0,"Electronic","Beat CD '09","",1/13/2024,"C:\iTunes\Music\Shlohmo\Beat CD '09\05 Garbage.mp3","11A - 4",2010,-6.3 dB,4,7,13594
"Where'd You Go (Instrumental)","aerichk","12B",90.0,"Blues","The Rising Tied Instrumentals","",6/29/2023,"C:\iTunes\Music\aerichk\The Rising Tied Instrumentals\Where'd You Go (Instrumental).mp3","12B - 6",2005,-10.5 dB,6,2,3616
"Stuck Off The Realness (Original Mix)","Digitaline","11A",125.0,"Progressive House, Deep House, Tech House, Electro House, Indie Dance / Nu Disco","Beatport Top 100 March 2014","",5/27/2022,"C:\iTunes\Music\Various Artists\Beatport Top 100 March 2014\33 Stuck Off The Realness (Original Mix).mp3","11A - 6",2014,-11.5 dB,6,8,1012
"The other side","Aerosmith","9A",126.7,"Rock/Pop","the very best of","",6/29/2023,"C:\iTunes\Music\Aerosmith\the very best of\11 The other side.mp3","9A - 7",,-11.8 dB,7,8,308
"Walking On Water","Lecrae","8A",85.0,"Hip Hop/Rap","Rehab","",1/13/2024,"C:\iTunes\Music\Lecrae\Rehab\11 Walking On Water.m4a","8A - 7",2010,-11.5 dB,7,8,220
"Chicken-Bone Circuit","RJD2","8A",120.7,"Sample","Deadringer","",1/13/2024,"C:\iTunes\Music\RJD2\Deadringer\10 Chicken-Bone Circuit.mp3","8A - 5",2002,-11.6 dB,5,6,3354
"a quien quiero mentirle","Marc Anthony","1A",150.0,"Other","By.Ros","",1/13/2024,"C:\iTunes\Music\MARC ANTHONY\By.Ros\09 a quien quiero mentirle.mp3","1A - 6",2010,-14.2 dB,6,8,92
"The Long And Winding Road","The Beatles","5B",133.2,"Rock","Anthology 3 - Disc 2","",1/13/2024,"C:\iTunes\Music\The Beatles\Anthology 3 - Disc 2\08 The Long And Winding Road.mp3","5B - 2",1969,-18.4 dB,2,8,0
"Young Girls","Bruno Mars","11B",126.0,"Pop","Billboard 29th March 2014 Top40 [Bubanee]","",1/13/2024,"C:\iTunes\Music\Bruno Mars\Billboard 29th March 2014 Top40 [Bubanee]\38 Young Girls.mp3","11B - 5",2014,-9.1 dB,5,8,4704
"Radioactive","Imagine Dragons","10A",136.6,"Alternative","US Top 40 Singles","",1/13/2024,"C:\iTunes\Music\Compilations\US Top 40 Singles\14 Radioactive.m4a","10A - 5",2012,-14.2 dB,5,8,0
"The Master (Edit)","Sinisa Tamamovic","8A",126.0,"Electronica","Return of the Legend","",1/13/2024,"C:\iTunes\Music\Timo Maas\Return of the Legend\09 The Master (Edit).mp3","8A - 6",2009,-12.0 dB,6,7,2
"Pricktat","Luke Vibert","6A",99.5,"Electronic/IDM","'95 - '99","",1/13/2024,"C:\iTunes\Music\Luke Vibert\'95 - '99\02 Pricktat.mp3","6A - 6",2000,-12.5 dB,6,4,9292
"Track 07","","8A",92.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\07 Track 07.m4a","8A - 6",,-15.4 dB,6,8,0
"The Bounce Is Back","Eric Cross","11A",106.0,"Rap","The Art Of Composition","",1/13/2024,"C:\iTunes\Music\Eric Cross\The Art Of Composition\10 The Bounce Is Back.mp3","11A - 8",2008,-11.3 dB,8,8,52
"DETECTION","Sean Evans","2A",120.0,"Electronic","Hotline Miami 2: Wrong Number","",1/13/2024,"C:\iTunes\Music\Compilations\Hotline Miami 2_ Wrong Number\02 DETECTION.mp3","2A - 5",2015,-13.1 dB,5,3,333
"Smoking Kills","Justice","5A",132.8,"Electronica","Cool Cats","",1/13/2024,"C:\iTunes\Music\Justice\Cool Cats\1-26 Smoking Kills.mp3","5A - 7",2009,-9.9 dB,7,5,616
"I Love You","Donna Summer","7A",129.0,"Disco","Endless Summer - Donna Summer's Greatest Hits","",1/13/2024,"C:\iTunes\Music\Donna Summer\Endless Summer - Donna Summer's Greatest Hits\06 I Love You.mp3","7A - 6",1994,-19.2 dB,6,5,0
"There Must Be an Angel (Playing With My Heart) [Mix for Mirror Ball]","Fantastic Plastic Machine","8B",125.0,"Dance","Luxury","",1/13/2024,"C:\iTunes\Music\Fantastic Plastic Machine\Luxury\02_Fantastic Plastic Machine_Luxury_There Must Be an Angel (Playing With My Heart) [Mix for Mirror Ball].mp3","8B - 7",1999,-10.5 dB,7,8,2233
